,closeness_closest_mrt,betweenness_closest_mrt,closest_comercial,closest_hawker,closest_primary,closest_secondary,closest_mall,closest_mrt
0,0.02639423088229276,0.008419079921458695,5.577144821444801,4.061902189602268,4.042343732853492,4.409489918417618,3.206053297656996,3.397069991762727
1,0.29971534230476526,0.0890157059827575,0.4080199784219744,0.5182708878587339,0.2342996547562666,1.2653425463640098,0.3390990261965012,0.3704599536706656
2,0.20812420690118263,0.06181306257779686,0.4960945163180769,0.6475465194005563,0.2941248233348787,1.07535744931401,0.2005027127203001,0.5334916753692629
3,0.1302039684449453,0.1296227775206791,1.8454154681004369,1.018269834938709,0.4838379792475475,0.4957650971048921,1.6807702216703269,0.6866744995757937
4,0.06478319098170561,0.03948541862102998,2.2214366602851223,0.618157489672449,0.3749516886718191,0.6250210149799965,0.8213585432217736,1.3235762698018805
5,0.07003768249251466,0.04935180371559307,3.9774104006097017,0.8416816314215881,0.7147887380356674,0.3591284031695848,0.4741925134163999,0.4405926878956306
6,0.18581302952796497,0.2733967374647253,4.256570255114247,1.9761252079564688,0.6591366198079922,0.7650116787542254,0.1555550908167871,0.4470557488880572
7,0.8090185974618767,2.480407656648179,1.3535138150630546,1.3132056949508546,0.2186066546004061,0.7442971013641076,0.5990705613983148,0.1222054709875974
8,0.24375565144616526,0.006714221147758944,0.7852522096166762,0.6375322188483763,0.8276025523582411,0.9753022963207952,0.1633979738359493,0.3946615383947451
9,0.2855437654481302,0.077734971600121,1.777051822726721,0.4384563047231303,0.6813739215589253,1.6978164885775806,0.4470085722946908,0.3383557839680273
10,0.12029786527984719,0.00555456178716001,1.960196839695844,1.2783631428043227,1.13456537361128,1.13456537361128,0.4646357168135883,0.8747277584082096
11,0.5669237550894703,0.5333860041928868,0.8001241692237698,0.4372445259044928,0.5904658865715695,0.8985388507231321,0.1667014924689047,0.1885181640388829
12,0.09392092455126566,0.07231256887696609,0.8694554332655561,0.0930124399628247,0.5767484992343032,0.4781008691461374,0.6724872972315649,0.7735395552732331
13,0.3410690746074742,0.1379037931156578,2.4730034792711804,0.5351468267405532,0.8126750405861198,0.1942239698232427,0.6638862787946707,0.2190943898552498
14,0.22476130419318566,0.09087729935507693,2.4149255103040885,0.6423008453468625,0.7263216862749409,0.2917971802269932,0.3493938802610999,0.3324696885340675
15,0.10457674970056018,0.021740675504250424,2.4045863481068976,0.4440601674523416,1.4624630357055568,0.2494068895674211,0.9696656504920964,0.8836313872387918
16,0.6043214011126468,0.04686380662996615,0.6952183694979599,0.4332545238108664,1.523181392232147,1.832682582142618,0.1482285956133327,0.1477790285345534
17,0.02824313556823551,0.009008832901476551,5.135548095596422,3.754384530018901,3.632164938243118,4.122951798659987,2.975314203781022,3.1746846758309664
18,0.24375565144616526,0.006714221147758944,0.7852522096166762,0.6375322188483763,0.8276025523582411,0.9753022963207952,0.1633979738359493,0.3946615383947451
19,0.6199480930368076,0.31296330802695627,0.3502012503843921,0.962913683814364,1.382601882472679,0.7104811608885645,0.0081270002330684,0.1713443900684773
20,0.0879315665012406,0.08200080651285108,2.9334227453403208,0.6196044951721034,0.3118753829767186,0.8927810122311015,1.1498850198280182,1.1117555374861294
21,0.2565133213498158,0.11443618410737981,4.305187771959118,2.359158416689548,0.7951937507950838,0.7232809717794861,0.4419192176773956,0.273360421127135
22,0.6399345205173858,1.01715556058564,0.8718485660602135,0.1711224539628946,1.2906260195961132,1.3401123908255486,0.2771527525500973,0.1645456746512125
