,closest_comercial,closest_hawker,closest_primary,closest_secondary,closest_mall,closest_mrt
0,5.577144821444801,4.061902189602268,4.042343732853492,4.409489918417618,3.206053297656996,3.397069991762727
1,0.4080199784219744,0.5182708878587339,0.23429965475626666,1.2653425463640098,0.3390990261965012,0.37045995367066564
2,0.49609451631807694,0.6475465194005563,0.29412482333487877,1.0753574493140101,0.20050271272030018,0.5334916753692629
3,1.8454154681004369,1.018269834938709,0.48383797924754757,0.4957650971048921,1.6807702216703269,0.6866744995757937
4,2.2214366602851223,0.618157489672449,0.37495168867181916,0.6250210149799965,0.8213585432217736,1.3235762698018805
5,3.9774104006097017,0.8416816314215881,0.7147887380356674,0.3591284031695848,0.47419251341639995,0.4405926878956306
6,4.256570255114247,1.9761252079564688,0.6591366198079922,0.7650116787542254,0.15555509081678712,0.44705574888805727
7,1.3535138150630546,1.3132056949508546,0.21860665460040618,0.7442971013641076,0.5990705613983148,0.12220547098759747
8,0.7852522096166762,0.6375322188483763,0.8276025523582411,0.9753022963207952,0.16339797383594937,0.39466153839474516
9,1.7770518227267207,0.43845630472313035,0.6813739215589253,1.6978164885775806,0.4470085722946908,0.33835578396802735
10,1.9601968396958436,1.2783631428043227,1.13456537361128,1.13456537361128,0.4646357168135883,0.8747277584082096
11,0.8001241692237698,0.4372445259044928,0.5904658865715695,0.8985388507231321,0.16670149246890478,0.1885181640388829
12,0.8694554332655561,0.09301243996282478,0.5767484992343032,0.4781008691461374,0.6724872972315649,0.7735395552732331
13,2.4730034792711804,0.5351468267405532,0.8126750405861198,0.19422396982324275,0.6638862787946707,0.2190943898552498
14,2.4149255103040885,0.6423008453468625,0.7263216862749409,0.29179718022699325,0.34939388026109996,0.3324696885340675
15,2.4045863481068976,0.44406016745234167,1.4624630357055568,0.24940688956742119,0.9696656504920965,0.8836313872387918
16,0.6952183694979599,0.43325452381086643,1.5231813922321473,1.832682582142618,0.14822859561333276,0.1477790285345534
17,5.135548095596422,3.754384530018901,3.632164938243118,4.122951798659987,2.975314203781022,3.1746846758309664
18,0.7852522096166762,0.6375322188483763,0.8276025523582411,0.9753022963207952,0.16339797383594937,0.39466153839474516
19,0.35020125038439215,0.9629136838143639,1.3826018824726787,0.7104811608885645,0.008127000233068447,0.17134439006847735
20,2.9334227453403208,0.6196044951721034,0.31187538297671863,0.8927810122311015,1.1498850198280182,1.1117555374861294
21,4.305187771959118,2.359158416689548,0.7951937507950838,0.7232809717794861,0.4419192176773956,0.27336042112713504
22,0.8718485660602135,0.17112245396289463,1.2906260195961132,1.3401123908255486,0.2771527525500973,0.16454567465121256
23,1.6907855498165594,0.3489287445328806,0.7903526602985589,0.47310574906278696,0.331799883927299,0.26791043394118863
24,0.5641880750011037,1.2571990453183264,1.6909706753077454,1.8125072245515632,1.3284639068165909,1.0537429469713862
25,2.8370719668976494,1.0662729185712883,1.4037087995875304,1.4022694029835343,0.4283697890788167,0.5589148225854887
26,2.412473184209264,0.8695005561603718,1.0255450226135931,1.294406236953407,0.4721618065637344,0.5808630062155444
